         4529737 function calls (4520266 primitive calls) in 10.091 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\collections.py:890(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\transforms.py:2481(__init__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:146(__enter__)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\figure.py:538(set_constrained_layout_pads)
       14    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\cbook\__init__.py:75(__init__)
       36    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\managers.py:1599(is_consolidated)
       36    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\spines.py:155(get_path)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\backends\_backend_tk.py:337(draw_idle)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\ma\core.py:1425(getmaskarray)
       12    0.000    0.000    0.000    0.000 C:\Users\Emil\Documents\UCT\Third Year\CSC3003S\Capstone\Prototype\egypt-simulation\src\simulation\presenter.py:86(get_generation)
       18    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\gridspec.py:58(get_geometry)
       34    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\scale.py:42(limit_range_for_scale)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\generic.py:3325(_maybe_update_cacher)
        4    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\indexes\range.py:196(_int64index)
        2    0.000    0.000    0.572    0.286 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\pyplot.py:686(savefig)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\logging\__init__.py:387(usesTime)
       12    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\logging\__init__.py:814(release)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\io\formats\printing.py:47(justify)
       32    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
       10    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\core\fromnumeric.py:1785(shape)
       32    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\indexes\numeric.py:134(is_all_dates)
        2    0.000    0.000    0.014    0.007 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\frame.py:3937(reindex)
        2    0.000    0.000    0.001    0.001 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\generic.py:7322(isnull)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\io\formats\format.py:1577(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\figure.py:960(set_facecolor)
        4    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axes\_base.py:3045(get_xbound)
       12    0.000    0.000    0.019    0.002 <frozen importlib._bootstrap_external>:75(_path_stat)
       13    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\threading.py:1076(name)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\image.py:685(set_interpolation)
       34    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\managers.py:1605(_consolidate_inplace)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\logging\__init__.py:1308(warning)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\core\arrayprint.py:1499(_array_str_implementation)
        4    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\tkinter\__init__.py:591(deletecommand)
        2    0.000    0.000    0.013    0.007 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\frame.py:3869(_reindex_columns)
        4    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\blocks.py:766(copy)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\collections.py:486(set_linewidth)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\gridspec.py:182(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\transforms.py:1338(contains_branch_seperately)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\tkinter\__init__.py:761(after_cancel)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\io\formats\format.py:1036(__init__)
       13    0.000    0.000    0.000    0.000 {built-in method nt.getpid}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:52(_r_long)
       30    0.000    0.000    0.000    0.000 C:\Users\Emil\Documents\UCT\Third Year\CSC3003S\Capstone\Prototype\egypt-simulation\src\simulation\frame_view.py:145(to_edges)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axes\_base.py:827(get_position)
        6    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_encode}
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\_pylab_helpers.py:111(set_active)
       12    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\compat\numpy\function.py:42(__call__)
        1    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\copyreg.py:96(_slotnames)
       26    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\dtypes\common.py:1281(<lambda>)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axes\_base.py:903(set_axes_locator)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axes\_base.py:3453(get_ybound)
        2    0.000    0.000    0.000    0.000 {method 'globalunsetvar' of '_tkinter.tkapp' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1228(_get_spec)
        2    0.000    0.000    0.001    0.001 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\managers.py:559(setitem)
        2    0.000    0.000    0.001    0.000 C:\Users\Emil\Documents\UCT\Third Year\CSC3003S\Capstone\Prototype\egypt-simulation\src\simulation\frame_view.py:104(get_pos)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\logging\__init__.py:827(format)
        4    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\image.py:860(get_extent)
        4    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\backend_bases.py:1269(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\backend_bases.py:1683(draw_event)
        4    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\tkinter\__init__.py:339(set)
        8    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axes\_base.py:261(<genexpr>)
       32    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\text.py:1068(set_fontsize)
        4    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
        8    0.000    0.000    0.000    0.000 C:\Users\Emil\Documents\UCT\Third Year\CSC3003S\Capstone\Prototype\egypt-simulation\src\simulation\presenter.py:82(get_num_generations)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\tkinter\__init__.py:1950(wm_protocol)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\io\formats\format.py:349(justify)
        2    0.000    0.000    0.033    0.017 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\pyplot.py:621(close)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:361(_get_cached)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\artist.py:172(have_units)
       24    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axis.py:976(<listcomp>)
       18    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axis.py:1770(get_label_position)
        4    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\random.py:172(randrange)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\image.py:249(changed)
        8    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\ma\core.py:1821(_check_mask_axis)
       21    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\typing.py:822(_gorg)
        2    0.000    0.000    0.016    0.008 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\tkinter\__init__.py:2389(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\core\arrayprint.py:707(_formatArray)
       24    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\figure.py:86(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\core\numeric.py:112(zeros_like)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\blocks.py:743(_try_coerce_and_cast_result)
       24    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axis.py:1443(<dictcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\projections\__init__.py:21(get_projection_class)
        2    0.000    0.000    7.923    3.961 C:\Users\Emil\Documents\UCT\Third Year\CSC3003S\Capstone\Prototype\egypt-simulation\src\simulation\presenter.py:58(simulate_year)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\figure.py:105(_entry_from_axes)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\image.py:238(set_alpha)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\path.py:456(transformed)
       18    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\tkinter\__init__.py:3497(__str__)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\generic.py:334(_construct_axes_dict)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:102(release)
        4    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\ma\core.py:357(maximum_fill_value)
        2    0.000    0.000    0.019    0.009 <frozen importlib._bootstrap_external>:85(_path_is_mode_type)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\copyreg.py:87(__newobj__)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\ma\core.py:1548(_shrink_mask)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\_collections_abc.py:664(__contains__)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\text.py:1085(set_fontweight)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1080(_path_importer_cache)
       14    0.000    0.000    0.000    0.000 {method 'rjust' of 'str' objects}
       32    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\indexes\numeric.py:228(inferred_type)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\os.py:726(check_str)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\core\fromnumeric.py:815(sort)
        1    0.000    0.000    0.001    0.001 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\computation\check.py:1(<module>)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\logging\__init__.py:329(getMessage)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\figure.py:1814(_set_artist_props)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\cbook\__init__.py:1753(get_label)
        4    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\transforms.py:1401(__array__)
        3    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\tkinter\__init__.py:1977(wm_title)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\indexers.py:65(check_setitem_lengths)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\figure.py:165(__contains__)
        3    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\logging\__init__.py:1061(emit)
        4    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\cbook\__init__.py:903(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\backend_bases.py:1638(is_saving)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\textpath.py:32(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\figure.py:173(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:553(module_from_spec)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axis.py:1372(get_major_locator)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\backends\_backend_tk.py:540(_get_toolmanager)
        4    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\collections.py:624(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\image.py:753(set_filterrad)
        2    0.000    0.000    0.002    0.001 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\tkinter\__init__.py:1172(update_idletasks)
        4    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\blocks.py:672(convert)
       24    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\ticker.py:1579(tick_values)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\collections.py:508(set_linestyle)
        4    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\collections.py:690(get_edgecolor)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\core\arrayprint.py:365(<lambda>)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\transforms.py:1492(get_matrix)
        8    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\figure.py:1627(<genexpr>)
       18    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\image.py:736(set_filternorm)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\managers.py:681(is_view)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\managers.py:1587(formatting_values)
        1    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axes\_subplots.py:203(subplot_class_factory)
       16    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\blocks.py:235(fill_value)
        4    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\core\fromnumeric.py:592(transpose)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\image.py:231(get_size)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\indexes\base.py:1810(is_integer)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\io\formats\printing.py:33(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\figure.py:1021(fixitems)
        8    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\transforms.py:1291(_iter_break_from_left_to_right)
        4    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\transforms.py:2525(get_matrix)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\util\_validators.py:241(validate_axis_style_args)
        4    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\generic.py:228(_validate_dtype)
        9    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\logging\__init__.py:703(filter)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\image.py:719(set_resample)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\logging\__init__.py:540(usesTime)
       20    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\base.py:717(ndim)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\generic.py:336(<dictcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\figure.py:481(set_tight_layout)
        2    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\ma\core.py:1647(make_mask_none)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\backend_bases.py:147(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\gridspec.py:36(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\transforms.py:1655(__eq__)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\generic.py:3320(_is_view)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\collections.py:742(set_alpha)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\_collections_abc.py:271(__subclasshook__)
       26    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\artist.py:1072(mouseover)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axes\_base.py:1301(set_adjustable)
        1    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\tkinter\ttk.py:367(__init__)
        6    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\figure.py:76(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\collections.py:629(set_antialiased)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\backends\_backend_tk.py:586(set_window_title)
       26    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\artist.py:318(is_transform_set)
        8    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\indexes\base.py:4412(<genexpr>)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\figure.py:1631(<lambda>)
        4    0.000    0.000    0.000    0.000 C:\Users\Emil\Documents\UCT\Third Year\CSC3003S\Capstone\Prototype\egypt-simulation\src\simulation\household.py:153(strategy)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\_collections_abc.py:349(__subclasshook__)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\cbook\__init__.py:2033(add)
        4    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\mathtext.py:3227(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\pyplot.py:586(get_fignums)
       14    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\core\arrayprint.py:1154(__call__)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\generic.py:4541(_needs_reindex_multi)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axes\_base.py:2443(<listcomp>)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:834(__enter__)
        3    0.000    0.000    0.019    0.006 <frozen importlib._bootstrap_external>:1149(find_spec)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axes\_base.py:3918(set_navigate)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:389(cached)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:355(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:304(__exit__)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:838(__exit__)
        4    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\tkinter\__init__.py:1986(wm_withdraw)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\dtypes\common.py:1792(is_complex_dtype)
        4    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:37(_relax_case)
        2    0.000    0.000    0.003    0.001 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\tkinter\__init__.py:2481(create_image)
        4    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\figure.py:950(set_edgecolor)
        4    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axes\_base.py:272(_setdefaults)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axes\_base.py:3007(set_axis_on)
        6    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\core\arrayprint.py:74(<dictcomp>)
